Title,ReleaseYear,City,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Ant-Man,2015,San Francisco,Columbus between Bay and Washington,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.795532,-122.403317,1,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,California between Kearney and Davis,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.793509,-122.397607,1,intersection,,California St,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,Pine between Kearney and Davis,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,Market between Stuart and Van Ness,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.77487,-122.419681,0.96,intersection,,Market St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,Grant between Bush and Broadway,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.797821,-122.407016,1,intersection,,Broadway,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,Intersection of Broadway at Kearney,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,Intersection of California at Polk,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ant-Man,2015,San Francisco,"Treasure Island, Building #1, Ave of the Palms",Aerial and exterior shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari ,Michael Douglas,Paul Rudd,,37.815868,-122.371774,0.9,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
Around the Fire,1998,San Francisco,Ocean Beach,"On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007. ",Paradigm Studio,Ardustry Home Entertainment,John Jacobsen,John Comerford,Tara Reid,,,37.727238,-122.466681,0.9,street_center,,Ocean Ave,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Attack of the Killer Tomatoes,1978,San Francisco,Hyde Street Cable Car,SF Cable Cars are the only moving National Historical Landmark.,Four Square Productions,NAI Entertainment,John DeBello,John DeBello,David Miller,,,37.795034,-122.418035,0.9,street_center,,Hyde St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Babies,2010,San Francisco,,,Canal+,Focus Features,Thomas Balmes,Thomas Balmes,Bayar,Hattie,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,"Fairmont Hotel (950 Mason Street, Nob Hill)",,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.739004,-122.427101,0.9,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,Embarcadero around Rincon Park,,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.809119,-122.415528,0.9,street_center,,Embarcadero North St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,San Remo Hotel (2237 Mason),,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,"Huntington Park (California & Taylor Streets, Nob Hill)",,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.73162,-122.496245,0.9,street_center,,Huntington Dr,San Francisco,CA,San Francisco County,94132,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,Driving around Taylor/Pacific/Leavenworth,,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,California and Jones St.,,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.791416,-122.414107,1,intersection,,California St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Ballers Season 3,2017,San Francisco,"Another Café, 1191 Pine St at Leavenworth",,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Barbary Coast,1935,San Francisco,,,The Samuel Goldwyn Company,United Artists,Howard Hawks,Ben Hecht,Mariam Hopkins,Edward G. Robinson,Joel McCrea,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Yerba Buena Center for the Arts,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.735894,-122.461309,0.5,street_center,,Yerba Buena Ave,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Tosca Café (242 Columbus Avenue),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Raw Hide II (280 Seventh Street),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Pier 7 (The Embarcadero),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.795578,-122.394882,0.9,street_center,,Pier,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Kearney Street (Telegraph Hill),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.796884,-122.405406,0.9,street_center,,Kearny St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Big Eyes,2014,San Francisco,Nobles Alley,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,37.801091,-122.407555,0.9,street_center,,Nobles Aly,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Hall of Justice (850 Bryant Street),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.731824,-122.408669,0.9,street_center,,Hale St,San Francisco,CA,San Francisco County,94134,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,2930 Vallejo Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.794165,-122.445704,1,rooftop,2930,Vallejo St,San Francisco,CA,San Francisco County,94123,US,San Francisco
Basic Instinct,1992,San Francisco,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,Gibb Street (Chinatown),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.796175,-122.40432,0.9,street_center,,Gibb St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,1158-70 Montgomery Street,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.790039,-122.402189,0.9,range_interpolation,1158,Montgomery St,San Francisco,CA,San Francisco County,94104,US,TIGER/Line® dataset from the US Census Bureau
Basic Instinct,1992,San Francisco,2104 Broadway,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,37.794945,-122.432044,1,rooftop,2104,Broadway,San Francisco,CA,San Francisco County,94123,US,San Francisco
Beaches,1988,San Francisco,,,Silver Screen Partners IV,Columbia Broadcasting System,Garry Marshall,Mary Agnes Donoghue,Bette Midler,Barbara Hershey,John Heard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,Divisadero between Broadway and Greenwich,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.798111,-122.442467,1,intersection,,Divisadero St,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,Ohloff Recovery Center (601 Steiner St),,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,Haight at Masonic,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.77021,-122.445345,1,intersection,,Haight St,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,Tenderloin Neighborhood,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,"Olympic Flame Café, 555 Geary St",,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,18th St at San Bruno Ave.,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.762055,-122.40522,1,intersection,,18th St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Beautiful Boy,2018,San Francisco,Wisconsin between 19th and 20th St,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,37.759851,-122.399182,1,intersection,,20th St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Bedazzled,2000,San Francisco,1155 Filbert Street at Hyde,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.800134,-122.419232,1,intersection,,Filbert St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Bedazzled,2000,San Francisco,"Washington Square Park (Filbert, between Stockton and Powell)",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.794737,-122.409722,1,intersection,,Powell St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Bedazzled,2000,San Francisco,Vaillancourt Fountain (Justin Herman Plaza),"Installed in 1975, the Vaillancourt Fountain is officially titled, ""Québec Libre!"". The night before the sculpture's inauguration, artist Armand Vaillancourt inscribed ""Québec libre!"" in red letters on the sculpture. The next day when he noticed that the note had been erased, Vaillancourt jumped on the statue to re-inscribe his message. ",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bedazzled,2000,San Francisco,Montgomery & Market Streets,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.789263,-122.401375,0.9,intersection,,Market St,San Francisco,CA,San Francisco County,94104,US,TIGER/Line® dataset from the US Census Bureau
Bedazzled,2000,San Francisco,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bee Season,2005,San Francisco,,,Bee Season Productions,Fox Searchlight Pictures,Scott McGehee,David Siegel,Richard Gere,Juliette Binoche,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bicentennial Man,1999,San Francisco,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bicentennial Man,1999,San Francisco,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
Bicentennial Man,1999,San Francisco,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.815868,-122.371774,0.9,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
Bicentennial Man,1999,San Francisco,"Postcard Row, Alamo Square, Hayes Valley",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bicentennial Man,1999,San Francisco,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,37.774936,-122.414609,0.9,street_center,,Grace St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
